CustomerID,requency,frequency,monetary,cluster
12693.0,120,260,880.86,1
12694.0,69,509,869.6699999999998,1
12695.0,6,220,582.1,1
12697.0,20,517,976.1599999999999,1
12700.0,7,2971,5011.990000000006,1
12701.0,79,678,797.7099999999999,1
12702.0,19,53,219.0,1
12703.0,63,167,292.4,1
12704.0,6,1009,2460.8399999999997,1
12705.0,14,4021,6922.340000000001,1
12707.0,291,256,603.42,3
12708.0,29,1344,2809.5000000000014,1
12709.0,2,4040,10178.939999999988,1
12710.0,96,853,1167.4700000000007,1
12712.0,22,1080,4550.63,1
12713.0,0,508,848.5499999999998,1
12714.0,8,3069,4708.859999999994,1
12715.0,105,197,353.85999999999996,1
12716.0,3,708,1053.4899999999996,1
12717.0,150,507,1080.98,2
12718.0,70,203,238.25000000000003,1
12719.0,4,387,681.7999999999998,1
12720.0,2,4690,5850.180000000002,1
12721.0,31,1964,2683.280000000001,1
12722.0,84,572,1090.9299999999998,1
12723.0,3,434,725.0699999999998,1
12724.0,4,445,1031.4099999999999,1
12725.0,370,164,427.79999999999995,3
12726.0,27,3143,2609.1000000000004,1
12727.0,10,2111,4013.7000000000003,1
12728.0,70,419,836.3299999999999,1
12729.0,113,233,453.0100000000001,1
12731.0,23,8508,18998.410000000003,1
12732.0,179,111,236.2600000000001,2
12733.0,233,137,383.95,3
12734.0,352,88,110.39999999999999,3
12735.0,314,368,779.5699999999998,3
12736.0,332,173,234.00000000000003,3
12738.0,371,148,155.35,3
12739.0,77,486,1013.0400000000001,1
12740.0,63,342,427.5999999999999,1
12743.0,133,319,546.4299999999997,2
12744.0,51,5248,33438.18999999999,1
12747.0,1,1275,4196.010000000001,1
12748.0,0,27286,38367.359999999964,1
12749.0,3,1520,4313.560000000001,1
12750.0,128,137,275.88,1
12752.0,80,2262,4366.779999999999,1
12753.0,3,11592,21834.769999999997,1
12754.0,235,6483,3072.3599999999997,3
12755.0,249,2116,5420.699999999999,3
12756.0,86,144,112.08000000000001,1
12757.0,15,2419,11486.499999999969,1
12758.0,116,2135,2791.590000000001,1
12759.0,51,902,1531.4400000000007,1
12762.0,7,1227,1898.5200000000004,1
12763.0,137,316,494.08,2
12764.0,316,386,1693.8800000000003,3
12766.0,3,3646,6989.629999999999,1
12769.0,238,356,1143.6000000000001,3
12770.0,210,743,1351.4499999999998,2
12772.0,59,556,892.4700000000004,1
12775.0,16,901,1420.8400000000004,1
12778.0,19,826,840.2300000000001,1
12779.0,20,2052,4094.020000000003,1
12781.0,20,750,945.7600000000001,1
12782.0,4,1102,2388.5200000000013,1
12783.0,1,626,2847.9499999999994,1
12784.0,8,300,574.42,1
12785.0,2,134,318.19,1
12787.0,9,261,463.65999999999997,1
12789.0,64,4,91.85000000000001,1
12790.0,191,166,324.9200000000001,2
12791.0,373,97,192.60000000000002,3
12792.0,256,217,400.54,3
12793.0,334,295,545.48,3
12794.0,52,592,860.4099999999999,1
12795.0,18,68,430.4800000000001,1
12797.0,359,157,313.88,3
12798.0,9,5256,6977.039999999999,1
12802.0,183,326,442.5799999999999,2
12808.0,36,188,483.65000000000015,1
12809.0,167,221,494.26,2
12811.0,260,230,514.85,3
12812.0,44,164,229.63999999999993,1
12814.0,101,49,125.92,1
12815.0,147,379,1063.46,2
12816.0,95,128,572.2,1
12817.0,280,53,166.04,3
12818.0,177,935,1566.28,2
12820.0,2,722,942.3399999999999,1
12821.0,213,70,92.72,2
12822.0,70,552,978.7799999999999,1
12823.0,74,230,1759.5,1
12824.0,59,232,397.11999999999995,1
12826.0,2,1062,1481.3199999999993,1
12827.0,5,197,430.15,1
12828.0,2,494,1018.7100000000003,1
12829.0,321,377,332.95,3
12830.0,37,9849,6880.880000000001,1
12831.0,261,135,215.05,3
12832.0,31,195,383.03000000000003,1
12833.0,144,156,417.37999999999994,2
12834.0,282,110,312.38,3
12836.0,58,1064,2612.8599999999988,1
12837.0,172,24,134.1,2
12838.0,33,359,683.1299999999994,1
12839.0,2,3810,5599.220000000003,1
12840.0,143,1517,2739.269999999999,2
12841.0,4,2831,4168.299999999996,1
12842.0,69,547,1118.99,1
12843.0,65,809,1723.76,1
12844.0,28,125,325.9599999999999,1
12845.0,266,204,354.09000000000003,3
12847.0,21,909,871.5399999999998,1
12849.0,30,623,1050.8899999999999,1
12851.0,96,109,135.17999999999995,1
12852.0,289,153,323.3499999999999,3
12853.0,107,818,2032.5,1
12854.0,78,632,1359.8500000000004,1
12855.0,372,30,38.1,3
12856.0,7,1082,2197.1800000000003,1
12857.0,210,343,1106.4000000000003,2
12863.0,51,190,538.2,1
12864.0,137,216,147.12,2
12865.0,25,973,1588.3899999999992,1
12866.0,282,171,559.1199999999999,3
12867.0,25,4322,4087.4199999999964,1
12868.0,185,928,1607.0600000000009,2
12870.0,365,2,14.899999999999999,3
12871.0,83,200,380.64000000000004,1
12872.0,326,319,599.9699999999998,3
12873.0,281,128,374.0,3
12875.0,142,2019,343.2300000000001,1
12876.0,57,1941,2218.0200000000004,1
12877.0,3,1178,1535.7700000000007,1
12878.0,17,558,868.3399999999999,1
12879.0,44,377,593.8700000000001,1
12881.0,275,21,298.0,3
12882.0,8,246,1463.0399999999995,1
12883.0,24,196,703.4700000000001,1
12884.0,87,43,309.05000000000007,1
12885.0,62,656,1192.1699999999998,1
12886.0,67,779,1405.71,1
12888.0,213,84,394.47,2
12890.0,23,259,380.46999999999997,1
12891.0,185,950,331.0,2
12893.0,30,96,188.14,1
12895.0,41,216,398.29999999999995,1
12897.0,204,110,216.5,2
12901.0,8,25235,19015.98,1
12902.0,264,66,138.68,3
12904.0,17,302,509.57999999999976,1
12906.0,11,1749,2919.809999999999,1
12908.0,58,2400,1254.0,1
12909.0,39,1290,2228.51,1
12910.0,22,1692,3075.0400000000013,1
12912.0,2,670,1662.3,1
12913.0,4,1419,2483.6299999999997,1
12915.0,148,93,363.65,2
12916.0,138,1127,3029.9500000000003,2
12917.0,127,120,594.0,1
12919.0,7,678,1368.9399999999998,1
12920.0,16,129,164.23000000000002,1
12921.0,3,9598,16784.440000000013,1
12922.0,160,370,405.38,2
12923.0,63,69,176.97,1
12924.0,87,482,937.4500000000003,1
12925.0,4,541,694.0499999999998,1
12928.0,34,1472,2062.6999999999994,1
12929.0,121,38,130.60000000000002,1
12930.0,77,254,421.7,1
12931.0,21,32631,50649.10999999999,1
12933.0,23,500,608.7799999999999,1
12935.0,1,1854,2164.9499999999994,1
12936.0,16,579,1114.9000000000003,1
12937.0,14,1007,1504.2700000000004,1
12938.0,25,140,114.14,1
12939.0,63,4876,11581.8,1
12940.0,45,416,950.7900000000002,1
12942.0,130,203,683.9000000000001,1
12943.0,300,1,3.75,3
12944.0,35,289,604.51,1
12945.0,287,165,462.95000000000005,3
12947.0,143,1173,1800.6899999999998,2
12948.0,15,1083,2076.2000000000003,1
12949.0,30,2399,4191.420000000001,1
12950.0,1,1380,1843.0,1
12951.0,8,506,1086.0700000000004,1
12952.0,5,654,1392.7400000000005,1
12953.0,9,84,329.84999999999997,1
12955.0,0,3686,4780.0599999999995,1
12956.0,305,34,108.07,3
12957.0,3,2567,4056.0400000000022,1
12962.0,6,129,266.39000000000004,1
12963.0,7,889,1872.2299999999996,1
12965.0,88,283,771.9099999999996,1
12966.0,9,75,160.18,1
12967.0,2,633,2127.05,1
12968.0,111,73,135.95,1
12970.0,6,310,452.23999999999995,1
12971.0,3,9375,11449.56,1
12974.0,197,24,144.8,2
12976.0,211,561,738.6,2
12977.0,155,12,39.24,2
12980.0,155,908,7657.740000000001,2
12981.0,29,242,372.21999999999997,1
12982.0,239,298,403.87999999999994,3
12984.0,18,26,97.5,1
12985.0,0,1653,1263.14,1
12987.0,73,221,572.4,1
12988.0,291,136,535.32,3
12989.0,2,2971,6993.7099999999955,1
12990.0,30,200,409.50000000000006,1
12991.0,22,405,503.76,1
12993.0,22,240,414.75999999999993,1
12994.0,3,478,1046.6200000000001,1
12995.0,77,118,221.92,1
12997.0,21,680,1255.8400000000001,1
12999.0,195,342,455.8799999999999,2
13000.0,106,379,534.8500000000001,1
13001.0,3,5513,9839.720000000014,1
13002.0,317,73,120.94999999999999,3
13003.0,105,103,149.05,1
13004.0,11,4848,5698.39,1
13005.0,173,177,558.4499999999999,2
13006.0,55,55,81.57,1
13008.0,322,235,280.47,3
13011.0,371,13,50.550000000000004,3
13012.0,8,977,2012.0600000000009,1
13013.0,0,2231,4834.89,1
13014.0,2,928,3567.129999999999,1
13015.0,52,1617,3346.2800000000016,1
13016.0,72,527,789.8899999999996,1
13017.0,6,48,204.0,1
13018.0,15,5436,7282.649999999997,1
13021.0,3,1368,2648.3599999999997,1
13023.0,63,286,689.9000000000001,1
13026.0,0,1654,1014.5699999999998,1
13027.0,113,17280,6912.0,2
13028.0,22,800,662.96,1
13029.0,30,134,1247.5,1
13030.0,10,394,799.4800000000001,1
13032.0,38,383,1023.8399999999996,1
13033.0,356,83,190.54999999999998,3
13034.0,54,369,642.77,1
13035.0,57,661,957.1300000000003,1
13037.0,137,431,881.07,2
13038.0,79,360,908.46,1
13040.0,8,355,676.9900000000001,1
13043.0,253,257,561.2700000000001,3
13044.0,290,429,560.4700000000001,3
13045.0,98,221,305.28,1
13046.0,30,264,629.31,1
13047.0,31,1427,3395.98,1
13048.0,13,1246,1865.9099999999994,1
13049.0,63,268,656.6800000000002,1
13050.0,8,3789,5989.109999999998,1
13052.0,211,222,348.15000000000003,2
13055.0,63,897,1226.8600000000001,1
13058.0,24,52,271.4,1
13059.0,249,35,183.4,3
13060.0,253,123,307.53000000000003,3
13061.0,71,107,248.61,1
13062.0,190,343,346.98,2
13064.0,12,516,1119.4900000000005,1
13065.0,372,74,205.85999999999999,3
13066.0,23,324,510.70000000000005,1
13067.0,81,32,115.46000000000002,1
13068.0,9,200,344.0,1
13069.0,0,6304,5154.419999999998,1
13070.0,191,110,228.8,2
13072.0,266,69,177.14999999999998,3
13075.0,129,485,919.61,1
13077.0,0,863,729.2700000000001,1
13078.0,0,5703,12823.600000000002,1
13079.0,3,62,220.09999999999997,1
13080.0,178,120,58.08,2
13081.0,0,19299,28710.280000000053,1
13082.0,125,4335,3631.78,2
13083.0,3,187,303.75,1
13085.0,157,324,559.7800000000001,2
13089.0,2,31353,60265.78000000014,1
13090.0,8,2332,9132.249999999998,1
13091.0,20,482,371.82,1
13092.0,70,287,495.83,1
13093.0,266,3979,7923.469999999997,3
13094.0,20,1890,2145.78,1
13095.0,70,144,74.4,1
13097.0,32,2385,6127.519999999992,1
13098.0,0,16025,29106.00000000001,1
13099.0,98,288,207.35999999999999,1
13101.0,233,113,101.18999999999998,3
13102.0,0,4248,6511.89,1
13103.0,39,82,243.94,1
13104.0,2,504,1098.48,1
13106.0,128,22,93.5,1
13107.0,43,1298,1539.1700000000005,1
13108.0,372,298,350.05999999999995,3
13109.0,2,526,806.24,1
13110.0,30,392,1524.4700000000014,1
13113.0,0,3506,13981.919999999996,1
13115.0,8,1600,2383.9300000000003,1
13116.0,116,292,517.09,1
13117.0,21,945,984.9099999999996,1
13118.0,19,431,1270.6199999999997,1
13120.0,238,12,30.599999999999998,3
13121.0,268,277,312.7299999999999,3
13122.0,93,585,922.3900000000002,1
13124.0,89,2147,3866.3299999999977,1
13126.0,4,2156,2142.989999999999,1
13127.0,77,127,259.16999999999996,1
13130.0,93,32,64.0,1
13131.0,22,451,1107.3,1
13132.0,261,20,77.3,3
13133.0,273,32,109.80000000000001,3
13134.0,72,1074,1846.53,1
13135.0,196,4300,3096.0,2
13136.0,49,1344,2669.8399999999997,1
13137.0,10,2227,3695.7399999999984,1
13138.0,21,473,962.3900000000001,1
13139.0,15,2432,5074.090000000003,1
13140.0,107,186,423.71999999999997,1
13141.0,84,1549,2391.7,1
13142.0,18,258,307.0899999999999,1
13144.0,332,21,110.94999999999999,3
13145.0,39,148,622.27,1
13146.0,25,154,228.91,1
13147.0,9,144,712.8000000000001,1
13148.0,28,2122,4065.759999999999,1
13149.0,13,1280,1676.0599999999997,1
13151.0,202,365,1265.3700000000003,2
13153.0,5,418,486.22,1
13154.0,143,1,611.86,2
13155.0,32,497,971.76,1
13157.0,48,1448,1760.869999999999,1
13158.0,94,784,1201.0600000000004,1
13159.0,8,1073,1495.9500000000003,1
13160.0,21,56,91.8,1
13161.0,312,29,112.75,3
13162.0,121,1763,1731.5899999999995,1
13165.0,45,1376,1021.4799999999999,1
13166.0,281,218,419.69999999999993,3
13167.0,18,785,791.3300000000002,1
13168.0,35,684,1328.2400000000002,1
13169.0,63,272,712.88,1
13170.0,26,147,116.01000000000002,1
13171.0,7,231,510.00999999999993,1
13173.0,3,277,353.65000000000003,1
13174.0,15,1395,2817.0300000000007,1
13176.0,45,453,492.8400000000001,1
13177.0,64,91,282.45,1
13178.0,25,3570,5725.470000000003,1
13182.0,44,201,121.17999999999999,1
13183.0,7,2208,3957.7800000000016,1
13184.0,14,1722,1753.7900000000009,1
13185.0,267,12,71.4,3
13186.0,39,836,1612.0900000000004,1
13187.0,336,95,236.01999999999995,3
13188.0,10,25,114.60000000000001,1
13189.0,18,842,260.68,1
13192.0,94,595,911.9400000000002,1
13193.0,60,50,117.88000000000001,1
13194.0,135,26,60.7,2
13196.0,10,1224,1797.78,1
13198.0,9,2651,3418.3899999999967,1
13199.0,3,6180,9830.280000000002,1
13200.0,18,516,870.09,1
13203.0,9,800,869.4599999999999,1
13207.0,14,130,250.26000000000002,1
13208.0,58,822,1241.8999999999999,1
13209.0,29,4274,5963.06,1
13210.0,93,316,353.47999999999996,1
13211.0,9,874,1197.4199999999998,1
13212.0,8,311,795.5799999999998,1
13213.0,56,1363,1522.7300000000002,1
13216.0,267,297,333.74,3
13217.0,121,410,934.3400000000001,1
13218.0,126,88,62.64,1
13220.0,77,196,819.29,1
13221.0,239,244,847.4100000000001,3
13223.0,199,88,163.20000000000002,2
13224.0,59,1524,2161.0499999999993,1
13225.0,2,3480,6844.640000000001,1
13226.0,272,80,108.21000000000001,3
13227.0,201,99,257.7,2
13228.0,80,200,358.0,1
13229.0,225,63,160.95,2
13230.0,3,1786,2850.5300000000007,1
13232.0,12,778,1357.6000000000015,1
13233.0,73,1004,605.1200000000001,1
13235.0,211,442,1960.9699999999998,2
13236.0,24,421,762.4300000000002,1
13238.0,10,300,720.6300000000001,1
13239.0,261,363,329.56,3
13240.0,95,298,663.6500000000001,1
13242.0,111,130,270.40000000000003,1
13243.0,202,233,600.07,2
13244.0,92,38,121.74000000000001,1
13245.0,50,125,430.5,1
13246.0,17,1652,2052.500000000001,1
13247.0,17,328,501.12,1
13248.0,124,305,465.6799999999999,1
13249.0,91,546,711.41,1
13253.0,156,1572,1030.3999999999999,2
13255.0,3,180,408.36,1
13256.0,13,12540,0.0,1
13258.0,11,287,698.5799999999999,1
13259.0,61,132,292.3199999999999,1
13260.0,60,142,557.6200000000001,1
13261.0,268,210,944.1,3
13262.0,262,125,200.29000000000002,3
13263.0,0,4780,7454.069999999956,1
13265.0,52,1752,2107.6600000000008,1
13266.0,10,4557,3950.8500000000004,1
13267.0,2,1999,4638.540000000001,1
13268.0,17,3681,3261.739999999999,1
13269.0,0,3519,5376.539999999999,1
13270.0,365,200,590.0,3
13271.0,36,325,256.49999999999994,1
13272.0,30,96,276.56000000000006,1
13273.0,112,153,138.97999999999996,1
13276.0,63,161,590.93,1
13277.0,15,176,258.4,1
13278.0,40,537,542.73,1
13279.0,63,76,149.2,1
13280.0,121,522,814.8600000000001,1
13282.0,17,325,1216.4399999999996,1
13283.0,59,90,93.66,1
13284.0,322,103,206.23,3
13285.0,22,2051,2709.1200000000003,1
13291.0,155,233,361.10999999999996,2
13292.0,38,347,578.9399999999999,1
13294.0,189,453,873.7399999999998,2
13295.0,359,83,204.45,3
13296.0,136,78,87.4,2
13297.0,7,963,2089.8500000000004,1
13298.0,0,96,360.0,1
13299.0,267,30,142.5,3
13300.0,164,205,378.49,2
13301.0,103,345,618.0899999999998,1
13302.0,154,5,63.75,2
13304.0,350,238,300.4199999999999,3
13305.0,3,1232,2000.8599999999992,1
13307.0,119,4,15.0,1
13308.0,22,846,1403.41,1
13309.0,6,1544,1456.7899999999993,1
13310.0,8,599,1180.4300000000003,1
13311.0,3,305,598.57,1
13313.0,21,851,1555.3199999999993,1
13314.0,1,636,973.2200000000003,1
13316.0,36,6949,6139.97,1
13317.0,63,1067,2407.289999999999,1
13318.0,0,304,640.76,1
13319.0,4,4762,11026.759999999986,1
13320.0,69,1126,1605.7000000000005,1
13321.0,71,372,567.36,1
13322.0,16,117,199.48,1
13323.0,2,175,787.85,1
13324.0,31,5210,7171.099999999994,1
13325.0,81,240,675.3,1
13327.0,38,1612,3637.969999999998,1
13328.0,315,680,1308.48,3
13329.0,31,499,837.5999999999999,1
13330.0,92,751,1140.9299999999996,1
13332.0,13,179,350.9,1
13334.0,81,1774,3536.819999999998,1
13336.0,76,559,795.12,1
13338.0,153,265,542.2199999999999,2
13339.0,200,326,860.1200000000002,2
13340.0,44,5770,10736.47999999999,1
13341.0,260,301,775.8499999999999,3
13343.0,172,144,402.93,2
13344.0,67,971,2543.720000000002,1
13345.0,276,143,401.40000000000003,3
13347.0,69,205,341.36,1
13348.0,63,136,233.76,1
13349.0,10,225,247.31999999999996,1
13350.0,15,290,1047.52,1
